fips,name,State,State Code,Region,Division,msa,type_bea20
2039,38099,Walsh County,North Dakota,ND,Midwest,West North Central,,Rural
2040,38101,Ward County,North Dakota,ND,Midwest,West North Central,"Minot, ND ",Micro
2041,38103,Wells County,North Dakota,ND,Midwest,West North Central,,Rural
2042,38105,Williams County,North Dakota,ND,Midwest,West North Central,"Williston, ND ",Micro
2043,39001,Adams County,Ohio,OH,Midwest,East North Central,,Rural
2044,39003,Allen County,Ohio,OH,Midwest,East North Central,"Lima, OH ",Metro
2045,39005,Ashland County,Ohio,OH,Midwest,East North Central,"Ashland, OH ",Micro
2046,39007,Ashtabula County,Ohio,OH,Midwest,East North Central,"Ashtabula, OH ",Micro
2047,39009,Athens County,Ohio,OH,Midwest,East North Central,"Athens, OH ",Micro
2048,39011,Auglaize County,Ohio,OH,Midwest,East North Central,"Wapakoneta, OH ",Micro
2049,39013,Belmont County,Ohio,OH,Midwest,East North Central,"Wheeling, WV-OH ",Metro
2050,39015,Brown County,Ohio,OH,Midwest,East North Central,"Cincinnati, OH-KY-IN ",Metro
2051,39017,Butler County,Ohio,OH,Midwest,East North Central,"Cincinnati, OH-KY-IN ",Metro
2052,39019,Carroll County,Ohio,OH,Midwest,East North Central,"Canton-Massillon, OH ",Metro
2053,39021,Champaign County,Ohio,OH,Midwest,East North Central,"Urbana, OH ",Micro
2054,39023,Clark County,Ohio,OH,Midwest,East North Central,"Springfield, OH ",Metro
2055,39025,Clermont County,Ohio,OH,Midwest,East North Central,"Cincinnati, OH-KY-IN ",Metro
2056,39027,Clinton County,Ohio,OH,Midwest,East North Central,"Wilmington, OH ",Micro
2057,39029,Columbiana County,Ohio,OH,Midwest,East North Central,"Salem, OH ",Micro
2058,39031,Coshocton County,Ohio,OH,Midwest,East North Central,"Coshocton, OH ",Micro
2059,39033,Crawford County,Ohio,OH,Midwest,East North Central,"Bucyrus-Galion, OH ",Micro
2060,39035,Cuyahoga County,Ohio,OH,Midwest,East North Central,"Cleveland-Elyria, OH ",Metro
2061,39037,Darke County,Ohio,OH,Midwest,East North Central,"Greenville, OH ",Micro
2062,39039,Defiance County,Ohio,OH,Midwest,East North Central,"Defiance, OH ",Micro
2063,39041,Delaware County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2064,39043,Erie County,Ohio,OH,Midwest,East North Central,"Sandusky, OH ",Micro
2065,39045,Fairfield County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2066,39047,Fayette County,Ohio,OH,Midwest,East North Central,"Washington Court House, OH ",Micro
2067,39049,Franklin County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2068,39051,Fulton County,Ohio,OH,Midwest,East North Central,"Toledo, OH ",Metro
2069,39053,Gallia County,Ohio,OH,Midwest,East North Central,"Point Pleasant, WV-OH ",Micro
2070,39055,Geauga County,Ohio,OH,Midwest,East North Central,"Cleveland-Elyria, OH ",Metro
2071,39057,Greene County,Ohio,OH,Midwest,East North Central,"Dayton-Kettering, OH ",Metro
2072,39059,Guernsey County,Ohio,OH,Midwest,East North Central,"Cambridge, OH ",Micro
2073,39061,Hamilton County,Ohio,OH,Midwest,East North Central,"Cincinnati, OH-KY-IN ",Metro
2074,39063,Hancock County,Ohio,OH,Midwest,East North Central,"Findlay, OH ",Micro
2075,39065,Hardin County,Ohio,OH,Midwest,East North Central,,Rural
2076,39067,Harrison County,Ohio,OH,Midwest,East North Central,,Rural
2077,39069,Henry County,Ohio,OH,Midwest,East North Central,,Rural
2078,39071,Highland County,Ohio,OH,Midwest,East North Central,,Rural
2079,39073,Hocking County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2080,39075,Holmes County,Ohio,OH,Midwest,East North Central,,Rural
2081,39077,Huron County,Ohio,OH,Midwest,East North Central,"Norwalk, OH ",Micro
2082,39079,Jackson County,Ohio,OH,Midwest,East North Central,"Jackson, OH ",Micro
2083,39081,Jefferson County,Ohio,OH,Midwest,East North Central,"Weirton-Steubenville, WV-OH ",Metro
2084,39083,Knox County,Ohio,OH,Midwest,East North Central,"Mount Vernon, OH ",Micro
2085,39085,Lake County,Ohio,OH,Midwest,East North Central,"Cleveland-Elyria, OH ",Metro
2086,39087,Lawrence County,Ohio,OH,Midwest,East North Central,"Huntington-Ashland, WV-KY-OH ",Metro
2087,39089,Licking County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2088,39091,Logan County,Ohio,OH,Midwest,East North Central,"Bellefontaine, OH ",Micro
2089,39093,Lorain County,Ohio,OH,Midwest,East North Central,"Cleveland-Elyria, OH ",Metro
2090,39095,Lucas County,Ohio,OH,Midwest,East North Central,"Toledo, OH ",Metro
2091,39097,Madison County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2092,39099,Mahoning County,Ohio,OH,Midwest,East North Central,"Youngstown-Warren-Boardman, OH-PA ",Metro
2093,39101,Marion County,Ohio,OH,Midwest,East North Central,"Marion, OH ",Micro
2094,39103,Medina County,Ohio,OH,Midwest,East North Central,"Cleveland-Elyria, OH ",Metro
2095,39105,Meigs County,Ohio,OH,Midwest,East North Central,,Rural
2096,39107,Mercer County,Ohio,OH,Midwest,East North Central,"Celina, OH ",Micro
2097,39109,Miami County,Ohio,OH,Midwest,East North Central,"Dayton-Kettering, OH ",Metro
2098,39111,Monroe County,Ohio,OH,Midwest,East North Central,,Rural
2099,39113,Montgomery County,Ohio,OH,Midwest,East North Central,"Dayton-Kettering, OH ",Metro
2100,39115,Morgan County,Ohio,OH,Midwest,East North Central,,Rural
2101,39117,Morrow County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2102,39119,Muskingum County,Ohio,OH,Midwest,East North Central,"Zanesville, OH ",Micro
2103,39121,Noble County,Ohio,OH,Midwest,East North Central,,Rural
2104,39123,Ottawa County,Ohio,OH,Midwest,East North Central,"Toledo, OH ",Metro
2105,39125,Paulding County,Ohio,OH,Midwest,East North Central,,Rural
2106,39127,Perry County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2107,39129,Pickaway County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2108,39131,Pike County,Ohio,OH,Midwest,East North Central,,Rural
2109,39133,Portage County,Ohio,OH,Midwest,East North Central,"Akron, OH ",Metro
2110,39135,Preble County,Ohio,OH,Midwest,East North Central,,Rural
2111,39137,Putnam County,Ohio,OH,Midwest,East North Central,,Rural
2112,39139,Richland County,Ohio,OH,Midwest,East North Central,"Mansfield, OH ",Metro
2113,39141,Ross County,Ohio,OH,Midwest,East North Central,"Chillicothe, OH ",Micro
2114,39143,Sandusky County,Ohio,OH,Midwest,East North Central,"Fremont, OH ",Micro
2115,39145,Scioto County,Ohio,OH,Midwest,East North Central,"Portsmouth, OH ",Micro
2116,39147,Seneca County,Ohio,OH,Midwest,East North Central,"Tiffin, OH ",Micro
2117,39149,Shelby County,Ohio,OH,Midwest,East North Central,"Sidney, OH ",Micro
2118,39151,Stark County,Ohio,OH,Midwest,East North Central,"Canton-Massillon, OH ",Metro
2119,39153,Summit County,Ohio,OH,Midwest,East North Central,"Akron, OH ",Metro
2120,39155,Trumbull County,Ohio,OH,Midwest,East North Central,"Youngstown-Warren-Boardman, OH-PA ",Metro
2121,39157,Tuscarawas County,Ohio,OH,Midwest,East North Central,"New Philadelphia-Dover, OH ",Micro
2122,39159,Union County,Ohio,OH,Midwest,East North Central,"Columbus, OH ",Metro
2123,39161,Van Wert County,Ohio,OH,Midwest,East North Central,"Van Wert, OH ",Micro
2124,39163,Vinton County,Ohio,OH,Midwest,East North Central,,Rural
2125,39165,Warren County,Ohio,OH,Midwest,East North Central,"Cincinnati, OH-KY-IN ",Metro
2126,39167,Washington County,Ohio,OH,Midwest,East North Central,"Marietta, OH ",Micro
2127,39169,Wayne County,Ohio,OH,Midwest,East North Central,"Wooster, OH ",Micro
2128,39171,Williams County,Ohio,OH,Midwest,East North Central,,Rural
2129,39173,Wood County,Ohio,OH,Midwest,East North Central,"Toledo, OH ",Metro
2130,39175,Wyandot County,Ohio,OH,Midwest,East North Central,,Rural
2131,40001,Adair County,Oklahoma,OK,South,West South Central,,Rural
2132,40003,Alfalfa County,Oklahoma,OK,South,West South Central,,Rural
2133,40005,Atoka County,Oklahoma,OK,South,West South Central,,Rural
2134,40007,Beaver County,Oklahoma,OK,South,West South Central,,Rural
2135,40009,Beckham County,Oklahoma,OK,South,West South Central,"Elk City, OK ",Micro
2136,40011,Blaine County,Oklahoma,OK,South,West South Central,,Rural
2137,40013,Bryan County,Oklahoma,OK,South,West South Central,"Durant, OK ",Micro
2138,40015,Caddo County,Oklahoma,OK,South,West South Central,,Rural
2139,40017,Canadian County,Oklahoma,OK,South,West South Central,"Oklahoma City, OK ",Metro
2140,40019,Carter County,Oklahoma,OK,South,West South Central,"Ardmore, OK ",Micro
2141,40021,Cherokee County,Oklahoma,OK,South,West South Central,"Tahlequah, OK ",Micro
2142,40023,Choctaw County,Oklahoma,OK,South,West South Central,,Rural
2143,40025,Cimarron County,Oklahoma,OK,South,West South Central,,Rural
2144,40027,Cleveland County,Oklahoma,OK,South,West South Central,"Oklahoma City, OK ",Metro
2145,40029,Coal County,Oklahoma,OK,South,West South Central,,Rural
2146,40031,Comanche County,Oklahoma,OK,South,West South Central,"Lawton, OK ",Metro
2147,40033,Cotton County,Oklahoma,OK,South,West South Central,"Lawton, OK ",Metro
2148,40035,Craig County,Oklahoma,OK,South,West South Central,,Rural
2149,40037,Creek County,Oklahoma,OK,South,West South Central,"Tulsa, OK ",Metro
2150,40039,Custer County,Oklahoma,OK,South,West South Central,"Weatherford, OK ",Micro
2151,40041,Delaware County,Oklahoma,OK,South,West South Central,,Rural
2152,40043,Dewey County,Oklahoma,OK,South,West South Central,,Rural
2153,40045,Ellis County,Oklahoma,OK,South,West South Central,"Woodward, OK ",Micro
2154,40047,Garfield County,Oklahoma,OK,South,West South Central,"Enid, OK ",Metro
2155,40049,Garvin County,Oklahoma,OK,South,West South Central,,Rural
2156,40051,Grady County,Oklahoma,OK,South,West South Central,"Oklahoma City, OK ",Metro
2157,40053,Grant County,Oklahoma,OK,South,West South Central,,Rural
2158,40055,Greer County,Oklahoma,OK,South,West South Central,,Rural
2159,40057,Harmon County,Oklahoma,OK,South,West South Central,,Rural
2160,40059,Harper County,Oklahoma,OK,South,West South Central,,Rural
2161,40061,Haskell County,Oklahoma,OK,South,West South Central,,Rural
2162,40063,Hughes County,Oklahoma,OK,South,West South Central,,Rural
2163,40065,Jackson County,Oklahoma,OK,South,West South Central,"Altus, OK ",Micro
2164,40067,Jefferson County,Oklahoma,OK,South,West South Central,,Rural
2165,40069,Johnston County,Oklahoma,OK,South,West South Central,,Rural
2166,40071,Kay County,Oklahoma,OK,South,West South Central,"Ponca City, OK ",Micro
2167,40073,Kingfisher County,Oklahoma,OK,South,West South Central,,Rural
2168,40075,Kiowa County,Oklahoma,OK,South,West South Central,,Rural
2169,40077,Latimer County,Oklahoma,OK,South,West South Central,,Rural
2170,40079,Le Flore County,Oklahoma,OK,South,West South Central,,Rural
2171,40081,Lincoln County,Oklahoma,OK,South,West South Central,"Oklahoma City, OK ",Metro
2172,40083,Logan County,Oklahoma,OK,South,West South Central,"Oklahoma City, OK ",Metro
2173,40085,Love County,Oklahoma,OK,South,West South Central,"Ardmore, OK ",Micro
2174,40087,McClain County,Oklahoma,OK,South,West South Central,"Oklahoma City, OK ",Metro
2175,40089,McCurtain County,Oklahoma,OK,South,West South Central,,Rural
2176,40091,McIntosh County,Oklahoma,OK,South,West South Central,,Rural
2177,40093,Major County,Oklahoma,OK,South,West South Central,,Rural
2178,40095,Marshall County,Oklahoma,OK,South,West South Central,,Rural
2179,40097,Mayes County,Oklahoma,OK,South,West South Central,,Rural
2180,40099,Murray County,Oklahoma,OK,South,West South Central,,Rural
2181,40101,Muskogee County,Oklahoma,OK,South,West South Central,"Muskogee, OK ",Micro
2182,40103,Noble County,Oklahoma,OK,South,West South Central,,Rural
2183,40105,Nowata County,Oklahoma,OK,South,West South Central,,Rural
2184,40107,Okfuskee County,Oklahoma,OK,South,West South Central,,Rural
2185,40109,Oklahoma County,Oklahoma,OK,South,West South Central,"Oklahoma City, OK ",Metro
2186,40111,Okmulgee County,Oklahoma,OK,South,West South Central,"Tulsa, OK ",Metro
2187,40113,Osage County,Oklahoma,OK,South,West South Central,"Tulsa, OK ",Metro
2188,40115,Ottawa County,Oklahoma,OK,South,West South Central,"Miami, OK ",Micro
2189,40117,Pawnee County,Oklahoma,OK,South,West South Central,"Tulsa, OK ",Metro
2190,40119,Payne County,Oklahoma,OK,South,West South Central,"Stillwater, OK ",Micro
2191,40121,Pittsburg County,Oklahoma,OK,South,West South Central,"McAlester, OK ",Micro
2192,40123,Pontotoc County,Oklahoma,OK,South,West South Central,"Ada, OK ",Micro
2193,40125,Pottawatomie County,Oklahoma,OK,South,West South Central,"Shawnee, OK ",Micro
2194,40127,Pushmataha County,Oklahoma,OK,South,West South Central,,Rural
2195,40129,Roger Mills County,Oklahoma,OK,South,West South Central,,Rural
2196,40131,Rogers County,Oklahoma,OK,South,West South Central,"Tulsa, OK ",Metro
2197,40133,Seminole County,Oklahoma,OK,South,West South Central,,Rural
2198,40135,Sequoyah County,Oklahoma,OK,South,West South Central,"Fort Smith, AR-OK ",Metro
2199,40137,Stephens County,Oklahoma,OK,South,West South Central,"Duncan, OK ",Micro
2200,40139,Texas County,Oklahoma,OK,South,West South Central,"Guymon, OK ",Micro
2201,40141,Tillman County,Oklahoma,OK,South,West South Central,,Rural
2202,40143,Tulsa County,Oklahoma,OK,South,West South Central,"Tulsa, OK ",Metro
2203,40145,Wagoner County,Oklahoma,OK,South,West South Central,"Tulsa, OK ",Metro
2204,40147,Washington County,Oklahoma,OK,South,West South Central,"Bartlesville, OK ",Micro
2205,40149,Washita County,Oklahoma,OK,South,West South Central,,Rural
2206,40151,Woods County,Oklahoma,OK,South,West South Central,,Rural
2207,40153,Woodward County,Oklahoma,OK,South,West South Central,"Woodward, OK ",Micro
2208,41001,Baker County,Oregon,OR,West,Pacific,,Rural
2209,41003,Benton County,Oregon,OR,West,Pacific,"Corvallis, OR ",Metro
2210,41005,Clackamas County,Oregon,OR,West,Pacific,"Portland-Vancouver-Hillsboro, OR-WA ",Metro
2211,41007,Clatsop County,Oregon,OR,West,Pacific,"Astoria, OR ",Micro
2212,41009,Columbia County,Oregon,OR,West,Pacific,"Portland-Vancouver-Hillsboro, OR-WA ",Metro
2213,41011,Coos County,Oregon,OR,West,Pacific,"Coos Bay, OR ",Micro
2214,41013,Crook County,Oregon,OR,West,Pacific,"Prineville, OR ",Micro
2215,41015,Curry County,Oregon,OR,West,Pacific,"Brookings, OR ",Micro
2216,41017,Deschutes County,Oregon,OR,West,Pacific,"Bend, OR ",Metro
2217,41019,Douglas County,Oregon,OR,West,Pacific,"Roseburg, OR ",Micro
2218,41021,Gilliam County,Oregon,OR,West,Pacific,,Rural
2219,41023,Grant County,Oregon,OR,West,Pacific,,Rural
2220,41025,Harney County,Oregon,OR,West,Pacific,,Rural
2221,41027,Hood River County,Oregon,OR,West,Pacific,"Hood River, OR ",Micro
2222,41029,Jackson County,Oregon,OR,West,Pacific,"Medford, OR ",Metro
2223,41031,Jefferson County,Oregon,OR,West,Pacific,,Rural
2224,41033,Josephine County,Oregon,OR,West,Pacific,"Grants Pass, OR ",Metro
2225,41035,Klamath County,Oregon,OR,West,Pacific,"Klamath Falls, OR ",Micro
2226,41037,Lake County,Oregon,OR,West,Pacific,,Rural
2227,41039,Lane County,Oregon,OR,West,Pacific,"Eugene-Springfield, OR ",Metro
2228,41041,Lincoln County,Oregon,OR,West,Pacific,"Newport, OR ",Micro
2229,41043,Linn County,Oregon,OR,West,Pacific,"Albany-Lebanon, OR ",Metro
2230,41045,Malheur County,Oregon,OR,West,Pacific,"Ontario, OR-ID ",Micro
2231,41047,Marion County,Oregon,OR,West,Pacific,"Salem, OR ",Metro
2232,41049,Morrow County,Oregon,OR,West,Pacific,"Hermiston-Pendleton, OR ",Micro
2233,41051,Multnomah County,Oregon,OR,West,Pacific,"Portland-Vancouver-Hillsboro, OR-WA ",Metro
2234,41053,Polk County,Oregon,OR,West,Pacific,"Salem, OR ",Metro
2235,41055,Sherman County,Oregon,OR,West,Pacific,,Rural
2236,41057,Tillamook County,Oregon,OR,West,Pacific,,Rural
2237,41059,Umatilla County,Oregon,OR,West,Pacific,"Hermiston-Pendleton, OR ",Micro
2238,41061,Union County,Oregon,OR,West,Pacific,"La Grande, OR ",Micro
2239,41063,Wallowa County,Oregon,OR,West,Pacific,,Rural
2240,41065,Wasco County,Oregon,OR,West,Pacific,"The Dalles, OR ",Micro
2241,41067,Washington County,Oregon,OR,West,Pacific,"Portland-Vancouver-Hillsboro, OR-WA ",Metro
2242,41069,Wheeler County,Oregon,OR,West,Pacific,,Rural
2243,41071,Yamhill County,Oregon,OR,West,Pacific,"Portland-Vancouver-Hillsboro, OR-WA ",Metro
2244,42001,Adams County,Pennsylvania,PA,Northeast,Middle Atlantic,"Gettysburg, PA ",Metro
2245,42003,Allegheny County,Pennsylvania,PA,Northeast,Middle Atlantic,"Pittsburgh, PA ",Metro
2246,42005,Armstrong County,Pennsylvania,PA,Northeast,Middle Atlantic,"Pittsburgh, PA ",Metro
2247,42007,Beaver County,Pennsylvania,PA,Northeast,Middle Atlantic,"Pittsburgh, PA ",Metro
2248,42009,Bedford County,Pennsylvania,PA,Northeast,Middle Atlantic,,Rural
2249,42011,Berks County,Pennsylvania,PA,Northeast,Middle Atlantic,"Reading, PA ",Metro
2250,42013,Blair County,Pennsylvania,PA,Northeast,Middle Atlantic,"Altoona, PA ",Metro
2251,42015,Bradford County,Pennsylvania,PA,Northeast,Middle Atlantic,"Sayre, PA ",Micro
2252,42017,Bucks County,Pennsylvania,PA,Northeast,Middle Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
2253,42019,Butler County,Pennsylvania,PA,Northeast,Middle Atlantic,"Pittsburgh, PA ",Metro
2254,42021,Cambria County,Pennsylvania,PA,Northeast,Middle Atlantic,"Johnstown, PA ",Metro
2255,42023,Cameron County,Pennsylvania,PA,Northeast,Middle Atlantic,,Rural
2256,42025,Carbon County,Pennsylvania,PA,Northeast,Middle Atlantic,"Allentown-Bethlehem-Easton, PA-NJ ",Metro
2257,42027,Centre County,Pennsylvania,PA,Northeast,Middle Atlantic,"State College, PA ",Metro
2258,42029,Chester County,Pennsylvania,PA,Northeast,Middle Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
2259,42031,Clarion County,Pennsylvania,PA,Northeast,Middle Atlantic,,Rural
2260,42033,Clearfield County,Pennsylvania,PA,Northeast,Middle Atlantic,"DuBois, PA ",Micro
2261,42035,Clinton County,Pennsylvania,PA,Northeast,Middle Atlantic,"Lock Haven, PA ",Micro
2262,42037,Columbia County,Pennsylvania,PA,Northeast,Middle Atlantic,"Bloomsburg-Berwick, PA ",Metro
2263,42039,Crawford County,Pennsylvania,PA,Northeast,Middle Atlantic,"Meadville, PA ",Micro
2264,42041,Cumberland County,Pennsylvania,PA,Northeast,Middle Atlantic,"Harrisburg-Carlisle, PA ",Metro
2265,42043,Dauphin County,Pennsylvania,PA,Northeast,Middle Atlantic,"Harrisburg-Carlisle, PA ",Metro
2266,42045,Delaware County,Pennsylvania,PA,Northeast,Middle Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
2267,42047,Elk County,Pennsylvania,PA,Northeast,Middle Atlantic,"St. Marys, PA ",Micro
2268,42049,Erie County,Pennsylvania,PA,Northeast,Middle Atlantic,"Erie, PA ",Metro
2269,42051,Fayette County,Pennsylvania,PA,Northeast,Middle Atlantic,"Pittsburgh, PA ",Metro
2270,42053,Forest County,Pennsylvania,PA,Northeast,Middle Atlantic,,Rural
